Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Language,Citations,Reference,Abstract,DOI,Publication type,Open Access,EID,Institutions,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Author Keyword
Relating histopathology and mechanical strain in experimental contusion spinal cord injury in a rat model,"Bhatnagar, T., Liu, J., Yung, A., Cripton, P., Kozlowski, P., Tetzlaff, W., Oxland, T.",7,55750482000| 55811840500| 8277521700| 6603629883| 7103188726| 7006262846| 7005428537,2016,2016-09-15,Journal of Neurotrauma,English,11,"Bhatnagar, T., Liu, J., Yung, A. and 4 more (...) (2016).Relating histopathology and mechanical strain in experimental contusion spinal cord injury in a rat model. Journal of Neurotrauma,33(18) 1685-1695",https://www.scopus.com/record/display.url?eid=2-s2.0-84988651252&origin=resultslist,10.1089/neu.2015.4200,Article,Hybrid gold|Green,2-s2.0-84988651252,University of British Columbia,1,60193424| 60010365| 60010365| 60010365| 60010365| 60010365,International Collaboration on Repair Discoveries| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,55750482000,7005428537,55750482000,-,Canada,P. A. Cripton
Relating histopathology and mechanical strain in experimental contusion spinal cord injury in a rat model,"Bhatnagar, T., Liu, J., Yung, A., Cripton, P., Kozlowski, P., Tetzlaff, W., Oxland, T.",7,55750482000| 55811840500| 8277521700| 6603629883| 7103188726| 7006262846| 7005428537,2016,2016-09-15,Journal of Neurotrauma,English,11,"Bhatnagar, T., Liu, J., Yung, A. and 4 more (...) (2016).Relating histopathology and mechanical strain in experimental contusion spinal cord injury in a rat model. Journal of Neurotrauma,33(18) 1685-1695",https://www.scopus.com/record/display.url?eid=2-s2.0-84988651252&origin=resultslist,10.1089/neu.2015.4200,Article,Hybrid gold|Green,2-s2.0-84988651252,University of British Columbia,1,60193424| 60010365| 60010365| 60010365| 60010365| 60010365,International Collaboration on Repair Discoveries| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,55750482000,7005428537,55750482000,-,Canada,Wolfram G. Tetzlaff
Movement disorders,"Stoessl, A.J., Mckeown, M.J.",2,7004896118| 7005375626,2016,2016-01-01,Handbook of Clinical Neurology,English,10,"Stoessl, A.J., Mckeown, M.J. (2016).Movement disorders. Handbook of Clinical Neurology,136957-969",https://www.scopus.com/record/display.url?eid=2-s2.0-85012827704&origin=resultslist,10.1016/B978-0-444-53486-6.00049-1,Chapter,,2-s2.0-85012827704,University of British Columbia| Vancouver Coastal Health,2,60083635| 60010365| 60005789,Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Vancouver Coastal Health,7004896118,7005375626,7004896118,-,Canada,Martin McKeown
Movement disorders,"Stoessl, A.J., Mckeown, M.J.",2,7004896118| 7005375626,2016,2016-01-01,Handbook of Clinical Neurology,English,10,"Stoessl, A.J., Mckeown, M.J. (2016).Movement disorders. Handbook of Clinical Neurology,136957-969",https://www.scopus.com/record/display.url?eid=2-s2.0-85012827704&origin=resultslist,10.1016/B978-0-444-53486-6.00049-1,Chapter,,2-s2.0-85012827704,University of British Columbia| Vancouver Coastal Health,2,60083635| 60010365| 60005789,Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Vancouver Coastal Health,7004896118,7005375626,7004896118,-,Canada,A. Jon Stoessl
Both Stationary and Dynamic Functional Interhemispheric Connectivity Are Strongly Associated With Performance on Cognitive Tests in Multiple Sclerosis,"Lin, S.-J., Kolind, S., Liu, A., McMullen, K., Vavasour, I., Wang, Z.J., Traboulsee, A., McKeown, M.J.",8,57192660894| 13104405000| 54397386900| 56482966600| 6603428749| 11241026700| 6602953194| 7005375626,2020,2020-06-04,Frontiers in Neurology,English,9,"Lin, S.-J., Kolind, S., Liu, A. and 5 more (...) (2020).Both Stationary and Dynamic Functional Interhemispheric Connectivity Are Strongly Associated With Performance on Cognitive Tests in Multiple Sclerosis. Frontiers in Neurology,11",https://www.scopus.com/record/display.url?eid=2-s2.0-85086579485&origin=resultslist,10.3389/fneur.2020.00407,Article,Gold|Green,2-s2.0-85086579485,University of British Columbia,1,60010365| 60010365| 60012423| 60010365| 60010365,The University of British Columbia| The University of British Columbia| UBC Hospital| The University of British Columbia| The University of British Columbia,57192660894,7005375626,7005375626,-,Canada,Z. Jane Wang
Both Stationary and Dynamic Functional Interhemispheric Connectivity Are Strongly Associated With Performance on Cognitive Tests in Multiple Sclerosis,"Lin, S.-J., Kolind, S., Liu, A., McMullen, K., Vavasour, I., Wang, Z.J., Traboulsee, A., McKeown, M.J.",8,57192660894| 13104405000| 54397386900| 56482966600| 6603428749| 11241026700| 6602953194| 7005375626,2020,2020-06-04,Frontiers in Neurology,English,9,"Lin, S.-J., Kolind, S., Liu, A. and 5 more (...) (2020).Both Stationary and Dynamic Functional Interhemispheric Connectivity Are Strongly Associated With Performance on Cognitive Tests in Multiple Sclerosis. Frontiers in Neurology,11",https://www.scopus.com/record/display.url?eid=2-s2.0-85086579485&origin=resultslist,10.3389/fneur.2020.00407,Article,Gold|Green,2-s2.0-85086579485,University of British Columbia,1,60010365| 60010365| 60012423| 60010365| 60010365,The University of British Columbia| The University of British Columbia| UBC Hospital| The University of British Columbia| The University of British Columbia,57192660894,7005375626,7005375626,-,Canada,Martin McKeown
Altered EEG alpha and theta oscillations characterize apathy in Parkinson's disease during incentivized movement,"Zhu, M., HajiHosseini, A., Baumeister, T.R., Garg, S., Appel-Cresswell, S., McKeown, M.J.",6,57204680387| 55053705300| 56995929000| 57202574602| 36237882900| 7005375626,2019,2019-01-01,NeuroImage: Clinical,English,8,"Zhu, M., HajiHosseini, A., Baumeister, T.R. and 3 more (...) (2019).Altered EEG alpha and theta oscillations characterize apathy in Parkinson's disease during incentivized movement. NeuroImage: Clinical,23",https://www.scopus.com/record/display.url?eid=2-s2.0-85068384624&origin=resultslist,10.1016/j.nicl.2019.101922,Article,Gold|Green,2-s2.0-85068384624,University of British Columbia| University of Toronto,2,60010365| 60016849| 60010365,The University of British Columbia| University of Toronto| The University of British Columbia,57204680387,7005375626,7005375626,-,Canada,Martin McKeown
Altered EEG alpha and theta oscillations characterize apathy in Parkinson's disease during incentivized movement,"Zhu, M., HajiHosseini, A., Baumeister, T.R., Garg, S., Appel-Cresswell, S., McKeown, M.J.",6,57204680387| 55053705300| 56995929000| 57202574602| 36237882900| 7005375626,2019,2019-01-01,NeuroImage: Clinical,English,8,"Zhu, M., HajiHosseini, A., Baumeister, T.R. and 3 more (...) (2019).Altered EEG alpha and theta oscillations characterize apathy in Parkinson's disease during incentivized movement. NeuroImage: Clinical,23",https://www.scopus.com/record/display.url?eid=2-s2.0-85068384624&origin=resultslist,10.1016/j.nicl.2019.101922,Article,Gold|Green,2-s2.0-85068384624,University of British Columbia| University of Toronto,2,60010365| 60016849| 60010365,The University of British Columbia| University of Toronto| The University of British Columbia,57204680387,7005375626,7005375626,-,Canada,Silke Appel-Cresswell
Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude,"Sharp, M.E., Viswanathan, J., McKeown, M.J., Appel-Cresswell, S., Stoessl, A.J., Barton, J.J.S.",6,55177702500| 35747255700| 7005375626| 36237882900| 7004896118| 13612305800,2013,2013-11-01,Neuropsychologia,English,8,"Sharp, M.E., Viswanathan, J., McKeown, M.J. and 3 more (...) (2013).Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude. Neuropsychologia,51(13) 2679-2689",https://www.scopus.com/record/display.url?eid=2-s2.0-84886233306&origin=resultslist,10.1016/j.neuropsychologia.2013.08.008,Article,,2-s2.0-84886233306,University of British Columbia,1,60010365| 60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,55177702500,13612305800,55177702500,-,Canada,Martin McKeown
Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude,"Sharp, M.E., Viswanathan, J., McKeown, M.J., Appel-Cresswell, S., Stoessl, A.J., Barton, J.J.S.",6,55177702500| 35747255700| 7005375626| 36237882900| 7004896118| 13612305800,2013,2013-11-01,Neuropsychologia,English,8,"Sharp, M.E., Viswanathan, J., McKeown, M.J. and 3 more (...) (2013).Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude. Neuropsychologia,51(13) 2679-2689",https://www.scopus.com/record/display.url?eid=2-s2.0-84886233306&origin=resultslist,10.1016/j.neuropsychologia.2013.08.008,Article,,2-s2.0-84886233306,University of British Columbia,1,60010365| 60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,55177702500,13612305800,55177702500,-,Canada,A. Jon Stoessl
Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude,"Sharp, M.E., Viswanathan, J., McKeown, M.J., Appel-Cresswell, S., Stoessl, A.J., Barton, J.J.S.",6,55177702500| 35747255700| 7005375626| 36237882900| 7004896118| 13612305800,2013,2013-11-01,Neuropsychologia,English,8,"Sharp, M.E., Viswanathan, J., McKeown, M.J. and 3 more (...) (2013).Decisions under risk in Parkinson's disease: Preserved evaluation of probability and magnitude. Neuropsychologia,51(13) 2679-2689",https://www.scopus.com/record/display.url?eid=2-s2.0-84886233306&origin=resultslist,10.1016/j.neuropsychologia.2013.08.008,Article,,2-s2.0-84886233306,University of British Columbia,1,60010365| 60010365| 60010365| 60010365,The University of British Columbia| The University of British Columbia| The University of British Columbia| The University of British Columbia,55177702500,13612305800,55177702500,-,Canada,Silke Appel-Cresswell
Predictive Value of Acute Neuroplastic Response to rTMS in Treatment Outcome in Depression: A Concurrent TMS-fMRI Trial,"Ge, R., Humaira, A., Gregory, E., Alamian, G., MacMillan, E.L., Barlow, L., Todd, R., Nestor, S., Frangou, S., Vila-Rodriguez, F.",10,55211906100| 57225119693| 57208670534| 56068109400| 36504343800| 57209580139| 15835979600| 24759271300| 7004549374| 24279161600,2022,2022-07-01,American Journal of Psychiatry,English,8,"Ge, R., Humaira, A., Gregory, E. and 7 more (...) (2022).Predictive Value of Acute Neuroplastic Response to rTMS in Treatment Outcome in Depression: A Concurrent TMS-fMRI Trial. American Journal of Psychiatry,179(7) 500-508",https://www.scopus.com/record/display.url?eid=2-s2.0-85133980509&origin=resultslist,10.1176/appi.ajp.21050541,Article,,2-s2.0-85133980509,Simon Fraser University| University of British Columbia| University of Toronto| Icahn School of Medicine at Mount Sinai,4,60010365| 60010365| 60083635| 60010365| 60018491| 127876180| 60016849| 60012981,The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Simon Fraser University| Philips Canada| University of Toronto| Icahn School of Medicine at Mount Sinai,55211906100,24279161600,24279161600,-,United States| Canada,Fidel Vila-Rodriguez
Predictive Value of Acute Neuroplastic Response to rTMS in Treatment Outcome in Depression: A Concurrent TMS-fMRI Trial,"Ge, R., Humaira, A., Gregory, E., Alamian, G., MacMillan, E.L., Barlow, L., Todd, R., Nestor, S., Frangou, S., Vila-Rodriguez, F.",10,55211906100| 57225119693| 57208670534| 56068109400| 36504343800| 57209580139| 15835979600| 24759271300| 7004549374| 24279161600,2022,2022-07-01,American Journal of Psychiatry,English,8,"Ge, R., Humaira, A., Gregory, E. and 7 more (...) (2022).Predictive Value of Acute Neuroplastic Response to rTMS in Treatment Outcome in Depression: A Concurrent TMS-fMRI Trial. American Journal of Psychiatry,179(7) 500-508",https://www.scopus.com/record/display.url?eid=2-s2.0-85133980509&origin=resultslist,10.1176/appi.ajp.21050541,Article,,2-s2.0-85133980509,Simon Fraser University| University of British Columbia| University of Toronto| Icahn School of Medicine at Mount Sinai,4,60010365| 60010365| 60083635| 60010365| 60018491| 127876180| 60016849| 60012981,The University of British Columbia| The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| Simon Fraser University| Philips Canada| University of Toronto| Icahn School of Medicine at Mount Sinai,55211906100,24279161600,24279161600,-,United States| Canada,Sophia Frangou
Regulation of hippocampal excitatory synapses by the Zdhhc5 palmitoyl acyltransferase,"Shimell, J.J., Globa, A., Sepers, M.D., Wild, A.R., Matin, N., Raymond, L.A., Bamji, S.X.",7,56820246600| 57147679700| 37110122700| 57221341498| 57221350331| 7102737545| 7005627810,2021,2021-05-01,Journal of Cell Science,English,8,"Shimell, J.J., Globa, A., Sepers, M.D. and 4 more (...) (2021).Regulation of hippocampal excitatory synapses by the Zdhhc5 palmitoyl acyltransferase. Journal of Cell Science,134(9)",https://www.scopus.com/record/display.url?eid=2-s2.0-85106540556&origin=resultslist,10.1242/jcs.254276,Article,Hybrid gold|Green,2-s2.0-85106540556,University of British Columbia,1,60010365| 60083635| 60010365| 60010365| 60023077,"The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia| University of British Columbia, Faculty of Medicine",56820246600,7005627810,7005627810,-,Canada,Lynn A. Raymond
Regulation of hippocampal excitatory synapses by the Zdhhc5 palmitoyl acyltransferase,"Shimell, J.J., Globa, A., Sepers, M.D., Wild, A.R., Matin, N., Raymond, L.A., Bamji, S.X.",7,56820246600| 57147679700| 37110122700| 57221341498| 57221350331| 7102737545| 7005627810,2021,2021-05-01,Journal of Cell Science,English,8,"Shimell, J.J., Globa, A., Sepers, M.D. and 4 more (...) (2021).Regulation of hippocampal excitatory synapses by the Zdhhc5 palmitoyl acyltransferase. Journal of Cell Science,134(9)",https://www.scopus.com/record/display.url?eid=2-s2.0-85106540556&origin=resultslist,10.1242/jcs.254276,Article,Hybrid gold|Green,2-s2.0-85106540556,University of British Columbia,1,60010365| 60083635| 60010365| 60010365| 60023077,"The University of British Columbia| Djavad Mowafaghian Centre for Brain Health| The University of British Columbia| The University of British Columbia| University of British Columbia, Faculty of Medicine",56820246600,7005627810,7005627810,-,Canada,Shernaz X. Bamji
